"ИД";"ЧЛВК_ИД";"ПРИЗНАК";"СОСТОЯНИЕ";"НАЧАЛО";"КОНЕЦ";"ПЛАН_ИД";"ГРУППА";"П_ПРКОК_ИД";"ВИД_ОБУЧ_ИД";"ПРИМЕЧАНИЕ";"КТО_СОЗДАЛ";"КОГДА_СОЗДАЛ";"КТО_ИЗМЕНИЛ";"КОГДА_ИЗМЕНИЛ";"КОНЕЦ_ПО_ПРИКАЗУ";"ВМЕСТО";"В_СВЯЗИ_С";"ТЕКСТ"
61666;126439;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94182;
61667;126475;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94183;
61668;126448;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94184;
61669;126447;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94185;
61670;126473;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94186;
61671;126441;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94187;
61672;126463;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94188;
61673;126468;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94189;
61674;126467;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94190;
61675;126465;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94191;
61676;126437;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94192;
59093;130691;отчисл;утвержден;2004-02-16 00:00:00.000;2004-08-31 00:00:00.000;1789;"1103";188853;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;75752;
59100;125688;отчисл;утвержден;2004-03-17 00:00:00.000;2004-08-31 00:00:00.000;1726;"2103";189007;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;;
61677;126446;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94193;
61678;126461;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94194;
61679;126458;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94195;
61680;126457;обучен;утвержден;2004-09-01 00:00:00.000;2005-02-06 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;81618;
61681;126454;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94196;
61682;126433;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94197;
61683;126442;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94198;
61684;126450;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2235;"3538";197830;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94199;
72467;129454;обучен;утвержден;2004-09-02 00:00:00.000;2005-01-31 00:00:00.000;2143;"2101";201450;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80596;
71530;133986;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91218;
71531;134006;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91219;
71532;134007;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91220;
71533;134010;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91221;
71534;134020;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91222;
71535;134235;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91223;
71536;134240;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91224;
71537;134291;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91225;
71538;134386;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91226;
71539;134450;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91217;
71541;134516;обучен;утвержден;2004-09-01 00:00:00.000;2005-04-30 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;85633;
71542;134737;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91230;
71543;134755;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91231;
71544;132619;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91229;
71545;132654;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2142;"1102";201355;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;91227;
120211;142424;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282213, Уч_ид 121506;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121506;
120212;142215;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282203, Уч_ид 121399;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121399;
120214;142379;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282232, Уч_ид 121787;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121787;
120215;142443;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282222, Уч_ид 121663;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121663;
120217;142395;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282210, Уч_ид 121494;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121494;
120218;142425;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282213, Уч_ид 121509;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121509;
120220;142458;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282222, Уч_ид 121683;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121683;
120221;142217;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282208, Уч_ид 121436;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121436;
120223;142304;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282229, Уч_ид 121724;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121724;
120224;142396;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282210, Уч_ид 121483;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121483;
120226;142426;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282214, Уч_ид 121532;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121532;
120227;142177;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282219, Уч_ид 121632;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121632;
120228;142582;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282234, Уч_ид 121812;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121812;
120230;142218;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282208, Уч_ид 121437;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121437;
120231;142219;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282208, Уч_ид 121460;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121460;
120233;142187;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282208, Уч_ид 121461;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121461;
120234;142397;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282210, Уч_ид 121495;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121495;
120241;142428;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282214, Уч_ид 121519;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121519;
120242;142306;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282229, Уч_ид 121738;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121738;
120243;142460;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282222, Уч_ид 121665;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121665;
120244;142461;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282222, Уч_ид 121666;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121666;
120247;142178;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282219, Уч_ид 121633;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121633;
120248;142445;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282215, Уч_ид 121551;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121551;
120249;142446;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282214, Уч_ид 121520;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121520;
120251;142448;обучен;утвержден;2006-09-01 00:00:00.000;2006-09-01 00:00:00.000;3711;"1100";281917;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;124302;
120252;142398;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282210, Уч_ид 121484;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121484;
120253;142417;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282208, Уч_ид 121441;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121441;
120254;142418;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282208, Уч_ид 121463;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121463;
120256;142419;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282208, Уч_ид 121442;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121442;
120257;142399;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282210, Уч_ид 121496;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121496;
120259;142462;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282222, Уч_ид 121667;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121667;
120262;142323;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282229, Уч_ид 121725;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121725;
120263;142179;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282219, Уч_ид 121622;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121622;
120264;142191;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282203, Уч_ид 121370;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121370;
120266;142479;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282222, Уч_ид 121684;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121684;
120267;142463;обучен;отменен;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1100";281917;1; # отменен ПП 282215, Уч_ид 121552;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;121552;
62827;119376;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2354;"5539";198067;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94346;
62828;119379;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2354;"5539";198067;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94347;
62829;119396;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2354;"5539";198067;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94348;
62830;119441;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2354;"5539";198067;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94349;
62831;119442;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2354;"5539";198067;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94350;
62832;119443;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2354;"5539";198067;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94351;
62833;119468;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2354;"5539";198067;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94352;
62834;119502;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2354;"5539";198067;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94353;
61053;118144;академ;утвержден;2004-06-20 00:00:00.000;2005-02-01 00:00:00.000;1656;"5102";196747;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-02-01 00:00:00.000;;81551;
61660;130123;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2234;"2539";197829;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94153;
61661;130147;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2234;"2539";197829;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94154;
61662;130105;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2234;"2539";197829;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94155;
61663;130110;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2234;"2539";197829;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;94156;
121389;142291;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138881;
121390;142152;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138882;
121391;142203;обучен;утвержден;2006-09-01 00:00:00.000;2007-07-02 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;133999;
121392;142156;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138885;
121393;142159;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138887;
121394;142408;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138888;
121395;142162;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138889;
61178;119346;отчисл;утвержден;2004-07-05 00:00:00.000;2004-09-01 00:00:00.000;1722;"4100";197488;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;79799;
61179;120450;отчисл;утвержден;2004-07-05 00:00:00.000;2004-09-01 00:00:00.000;1722;"4103";197488;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;77332;
121396;142210;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138890;
121397;142411;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138891;
121398;142212;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138893;
121399;142215;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138894;
121400;142192;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138895;
121401;142205;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3711;"1102";282203;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138896;
118135;133798;обучен;утвержден;2006-09-01 00:00:00.000;2007-08-31 00:00:00.000;3734;"3121";279871;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2007-08-31 00:00:00.000;;138582;
