"ИД";"ЧЛВК_ИД";"ПРИЗНАК";"СОСТОЯНИЕ";"НАЧАЛО";"КОНЕЦ";"ПЛАН_ИД";"ГРУППА";"П_ПРКОК_ИД";"ВИД_ОБУЧ_ИД";"ПРИМЕЧАНИЕ";"КТО_СОЗДАЛ";"КОГДА_СОЗДАЛ";"КТО_ИЗМЕНИЛ";"КОГДА_ИЗМЕНИЛ";"КОНЕЦ_ПО_ПРИКАЗУ";"ВМЕСТО";"В_СВЯЗИ_С";"ТЕКСТ"
47234;118705;повтор;утвержден;2003-04-15 00:00:00.000;2003-08-31 00:00:00.000;1428;"451";162417;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;47389;
47128;117938;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1657;"5103";169402;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;66606;
47145;118675;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1643;"5121";169403;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;66652;
47146;116438;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1643;"5120";169403;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;66642;
47147;118663;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1643;"5120";169403;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;66643;
47148;118678;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1643;"5121";169403;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;66656;
47149;118072;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1643;"5121";169403;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;66661;
47150;118718;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1643;"5120";169403;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;66647;
47275;125662;академ;утвержден;2003-06-01 00:00:00.000;2003-08-31 00:00:00.000;1427;"152";165661;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;47409;
47276;125683;академ;утвержден;2003-07-01 00:00:00.000;2004-01-31 00:00:00.000;1427;"153";168661;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-01-31 00:00:00.000;;58364;
47277;125691;академ;утвержден;2003-02-01 00:00:00.000;2003-08-31 00:00:00.000;1453;"154";161331;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;47383;
47278;125697;академ;утвержден;2003-01-01 00:00:00.000;2003-08-31 00:00:00.000;1453;"154";155253;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;47391;
34327;121965;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1435;"251";141604;1;"349-уч от 17.07.02 (Перевести на следующий курс)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;45762;
34256;120910;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1435;"253";141602;1;"349-уч от 17.07.02 (Перевести на следующий курс)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;45793;
34535;119338;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1436;"350";141617;1;"349-уч от 17.07.02 (Перевести на следующий курс)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;45822;
34563;120189;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1436;"351";141618;1;"349-уч от 17.07.02 (Перевести на следующий курс)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;45850;
34603;119463;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1436;"352";141619;1;"349-уч от 17.07.02 (Перевести на следующий курс)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;45887;
34608;118088;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1436;"352";141619;1;"349-уч от 17.07.02 (Перевести на следующий курс)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;45890;
34449;117915;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1540;"319";141613;1;"349-уч от 17.07.02 (Перевести на следующий курс)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;46013;
47233;118678;диплом;утвержден;2003-06-30 00:00:00.000;2003-08-31 00:00:00.000;1462;"419";168992;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;47148;
47235;118710;диплом;утвержден;2003-06-30 00:00:00.000;2003-08-31 00:00:00.000;1429;"452";168991;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;47126;
47236;118718;диплом;утвержден;2003-06-30 00:00:00.000;2003-08-31 00:00:00.000;1462;"454";168992;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;47150;
47237;118719;диплом;утвержден;2003-06-30 00:00:00.000;2003-08-31 00:00:00.000;1462;"454";168992;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;47108;
47152;115145;диплом;утвержден;2003-07-01 00:00:00.000;2004-03-31 00:00:00.000;1457;"655";169405;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;69223;
47153;115147;диплом;утвержден;2003-07-01 00:00:00.000;2003-10-14 00:00:00.000;1457;"655";169405;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;66840;
47157;115197;диплом;утвержден;2003-06-30 00:00:00.000;2003-06-30 00:00:00.000;1457;"655";169405;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;;
47164;115352;диплом;утвержден;2003-07-01 00:00:00.000;2004-06-30 00:00:00.000;1458;"655";169405;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;79349;
47165;115366;диплом;утвержден;2003-07-01 00:00:00.000;2003-10-14 00:00:00.000;1457;"655";169405;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;83248;
47166;115442;диплом;отменен;2003-06-30 00:00:00.000;2003-07-01 00:00:00.000;1457;"655";169405;1; # отменен ПП 200930, Уч_ид 69190;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;69190;
47167;115417;диплом;утвержден;2003-07-01 00:00:00.000;2003-10-14 00:00:00.000;1458;"655";169405;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;69207;
47273;121961;диплом;утвержден;2003-06-30 00:00:00.000;2003-08-31 00:00:00.000;1428;"451";168991;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;47127;
66574;118029;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2148;"6101";199533;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80716;
66575;118044;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2148;"6101";199533;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80717;
66576;117558;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2148;"6101";199533;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80718;
66577;118709;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2148;"6101";199533;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80719;
66590;118710;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80737;
66589;117869;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80736;
66591;117884;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80738;
66592;118869;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80739;
66593;120550;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80740;
66594;117978;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80741;
66595;117999;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80742;
66596;118003;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-24 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80591;
66597;118007;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;82272;
66598;118022;обучен;утвержден;2004-09-01 00:00:00.000;2005-01-31 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;80743;
66599;118624;обучен;утвержден;2004-09-01 00:00:00.000;2004-10-10 00:00:00.000;2149;"6102";199534;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;78927;
45847;119299;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1722;"4101";169330;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;66274;
45765;120873;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65922;
45766;121823;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65923;
45767;120906;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;74378;
45768;120929;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65925;
45769;120937;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65926;
45770;122374;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65927;
45771;120969;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65928;
45772;120971;обучен;утвержден;2003-09-01 00:00:00.000;2004-07-04 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;61171;
45773;120974;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65929;
45774;120975;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65930;
45775;121862;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65931;
45776;122152;обучен;утвержден;2003-09-01 00:00:00.000;2004-08-31 00:00:00.000;1723;"3102";169327;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2004-08-31 00:00:00.000;;65932;
47729;121248;отчисл;утвержден;2003-07-05 00:00:00.000;2003-08-31 00:00:00.000;1382;"238";171415;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;53756;
42392;117618;продлен;утвержден;2003-02-01 00:00:00.000;2003-05-31 00:00:00.000;1543;"595";156590;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-07-01 00:00:00.000;;58080;
37930;126499;обучен;отменен;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1453;"154";144001;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;40234;
37942;116388;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1447;"553";143833;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;47088;
37943;116505;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1447;"553";143833;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;47089;
37945;121183;обучен;утвержден;2002-09-02 00:00:00.000;2003-08-31 00:00:00.000;1435;"253";144015;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;45801;
37946;118032;обучен;утвержден;2002-09-02 00:00:00.000;2003-08-31 00:00:00.000;1430;"453";144016;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;47022;
38012;125520;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1435;"251";144049;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;45740;
38017;120234;обучен;утвержден;2002-09-01 00:00:00.000;2003-01-31 00:00:00.000;1435;"253";144052;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;42454;
38020;116621;обучен;утвержден;2002-09-01 00:00:00.000;2003-01-31 00:00:00.000;1428;"450";144052;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;42471;
38021;114717;обучен;утвержден;2002-09-01 00:00:00.000;2002-12-08 00:00:00.000;1428;"451";144052;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;42213;
38022;115976;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1428;"451";144052;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;46985;
38023;116597;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1462;"454";144052;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;46073;
38024;115310;обучен;утвержден;2002-09-01 00:00:00.000;2003-01-31 00:00:00.000;1447;"553";144052;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2003-08-31 00:00:00.000;;43024;
12577;111751;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;486;"650";112578;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12580;111754;обучен;утвержден;1999-09-01 00:00:00.000;2000-06-30 00:00:00.000;314;"639";112581;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12582;111756;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;505;"654";112583;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12585;111759;обучен;утвержден;1999-09-01 00:00:00.000;2000-10-31 00:00:00.000;307;"652";112586;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-06-30 00:00:00.000;;83550;
12591;111766;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;486;"650";112592;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12594;111769;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;505;"654";112595;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12598;111773;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;486;"650";112599;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12604;111700;обучен;утвержден;1999-09-01 00:00:00.000;2000-08-31 00:00:00.000;313;"539";112605;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12606;111702;обучен;утвержден;1999-09-01 00:00:00.000;2000-06-30 00:00:00.000;307;"652";112607;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;83420;
12609;111706;обучен;утвержден;1999-09-01 00:00:00.000;2000-06-30 00:00:00.000;314;"638";112610;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;83434;
42448;120895;отчисл;утвержден;2003-02-01 00:00:00.000;2003-08-31 00:00:00.000;1435;"252";157163;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;55952;
38026;120550;отчисл;утвержден;2002-07-01 00:00:00.000;2003-01-31 00:00:00.000;873;"452";144055;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;9999-09-09 00:00:00.000;;43802;
12612;111709;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;486;"653";112613;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
65560;125631;обучен;утвержден;2004-09-01 00:00:00.000;2005-08-31 00:00:00.000;2144;"3100";199482;1;;ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2005-08-31 00:00:00.000;;92077;
12617;111714;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;486;"653";112618;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12620;111717;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;486;"653";112621;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12623;111721;обучен;утвержден;1999-09-01 00:00:00.000;2000-06-30 00:00:00.000;314;"639";112624;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12625;111724;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;505;"654";112626;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
12630;111736;обучен;утвержден;1999-09-01 00:00:00.000;2000-01-30 00:00:00.000;446;"595";112631;1;RB010999 от 01.09.99 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2000-08-31 00:00:00.000;;;
25592;119291;обучен;утвержден;2001-09-01 00:00:00.000;2002-08-31 00:00:00.000;998;"254";125593;1;RB010901 от 01.09.01 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;34651;
36587;126433;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1381;"138";142662;1;"373-уч от 29.07.02 (Зачислить)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;47906;
36588;126434;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1381;"139";142663;1;"373-уч от 29.07.02 (Зачислить)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;47929;
36590;126436;обучен;утвержден;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1381;"139";142665;1;"373-уч от 29.07.02 (Зачислить)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;47920;
37553;126603;обучен;отменен;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1427;"152";143609;1;"399-уч от 30.08.02 (Зачислить)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;40075;
37554;126604;обучен;отменен;2002-09-01 00:00:00.000;2003-08-31 00:00:00.000;1453;"154";143610;1;"399-уч от 30.08.02 (Зачислить)";ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;40223;
26468;118022;обучен;утвержден;2001-09-01 00:00:00.000;2002-08-31 00:00:00.000;871;"350";126469;1;RB010901 от 01.09.01 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;34861;
26491;118046;обучен;утвержден;2001-09-01 00:00:00.000;2002-08-31 00:00:00.000;997;"354";126492;1;RB010901 от 01.09.01 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;34948;
27500;116558;обучен;утвержден;2001-09-01 00:00:00.000;2002-08-31 00:00:00.000;957;"454";127501;1;RB010901 от 01.09.01 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;35109;
28367;115260;обучен;утвержден;2001-09-01 00:00:00.000;2002-08-31 00:00:00.000;874;"550";128368;1;RB010901 от 01.09.01 (Перевести на следующий курс);ISU_UCHEB;2011-11-08 15:55:53.000;ISU_UCHEB;2011-11-08 15:55:53.000;2002-08-31 00:00:00.000;;35237;
